あたって,[],20
あげる,[（削り）上げる],20
ざわり,[（舌）触り],20
あれやこれや,[],20
こつ,[],20
すんなり（と）,[],20
そこそこ,[],20
なめらか,[],20
なめる,[],20
ものづくり,[],20
ものになる,[],20
わざ,[],20
にあたって,[],20
かけては,[],20
にかけては,[],20
かぎらず,[～に限らず],20
にかぎらず,[～に限らず],20
わけではない,[],20
おいえげい,[お家芸],20
まないた,[まな板],20
しかたがない,[仕方がない],20
ぐあい,[具合],20
はさき,[刃先],20
けずる,[削る],20
かげん,[加減],20
ほうちょう,[包丁],20
とりあわせ,[取り合わせ],20
とりあわせる,[取り合わせる],20
くちあたり,[口当たり],20
かたい,[固い],20
くふうをこらす,[工夫をこらす],20
ひけをとる,[引けを取る],20
いじわる,[意地悪],20
にぎる,[握る],20
じょうけん,[条件],20
とぎ,[研ぎ],20
とぐ,[研ぐ],20
すで,[素手],20
ぎむ,[義務],20
しょくにん,[職人],20
むねをはる,[胸を張る],20
したざわり,[舌触り],20
いろあい,[色合い],20
えいせい,[衛生],20
みどころがある,[見どころがある],20
みならい,[見習い],20
みならう,[見習う],20
さわる,[触る],20
みとめる,[認める],20
やとう,[雇う],20
あたまがかたい,[頭が固い],20
