なり,[〜なり],16
がち,[（えんりょ）がち],16
じょう,[（立場） 上],16
がたい,[（耐え）難い],16
えんりよ,[],16
えんりょがち,[],16
がんばる,[],16
どうしても,[],16
なじむ,[],16
はげます,[],16
よそ,[],16
かねる,[～かねる],16
ては,[～ては],16
ところ,[～ところ],16
にちがいない,[～に違いない],16
ものだから,[～ものだから],16
わかちあう,[分かち合う],16
ゆうきづける,[勇気づける],16
さんか,[参加],16
むける,[向ける],16
こえをそろえる,[声をそろえる],16
こえをあわせる,[声を合わせる],16
ゆめ,[夢],16
そうぞう,[想像],16
ゆうき,[気],16
きづく,[気づく],16
あせをながす,[汗を流す],16
はま,[浜],16
うかぶ,[浮かぶ],16
とくべつ,[特別],16
うまれつき,[生まれつき],16
しらける,[白ける],16
いわい,[祝い],16
いわう,[祝う],16
どうよう,[童謡],16
あみ,[網],16
じしん,[自],16
にがて,[苦手],16
みしらぬ,[見知らぬ],16
さそう,[誘う],16
そうべつ,[送別],16
まがある,[間がある],16
